File,Invoice No,Invoice Date,Seller GSTIN,Seller Pan,Seller Name,Buyer GSTIN,Buyer Name,Buyer Pan,Ship to GSTIN,Ship to Name,Subtotal Amount,Discount Amount,CGST Amount,SGST Amount,IGST Amount,Cess Amount,Additianal Cess Amount
DL1-AR-006-19-20.json,"{'value': 'DLVAR/00918-20', 'bbox': [200, 300, 300, 320], 'confidence': 0.95}","{'value': '27.01.2020', 'bbox': [350, 300, 450, 320], 'confidence': 0.95}","{'value': '07AAECB2681L1ZZ', 'bbox': [100, 150, 250, 170], 'confidence': 0.95}","{'value': 'AAECI2651L', 'bbox': [300, 150, 400, 170], 'confidence': 0.95}","{'value': 'Intelligreen Technologies Private Limited', 'bbox': [100, 50, 500, 70], 'confidence': 0.95}","{'value': '07AALPS988H1Z8', 'bbox': [100, 450, 250, 470], 'confidence': 0.95}","{'value': 'M/S Decathlon Sports India Pvt. Ltd.', 'bbox': [100, 350, 350, 370], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '07AALPS988H1Z8', 'bbox': [400, 450, 550, 470], 'confidence': 0.95}","{'value': 'M/S Decathlon Sports India Pvt. Ltd.', 'bbox': [400, 350, 650, 370], 'confidence': 0.95}","{'value': '816090.50', 'bbox': [500, 850, 600, 870], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '36748.15', 'bbox': [600, 900, 700, 920], 'confidence': 0.95}","{'value': '36748.15', 'bbox': [600, 920, 700, 940], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
BOLPF 1234 - PETS CENTRIC PRIVATE LIMITED - KA - Muhammed Noufal_page2.json,"{'value': 'BOLPF/24-25/1234', 'bbox': [350, 100, 450, 120], 'confidence': 0.95}","{'value': '4-Dec-24', 'bbox': [600, 100, 680, 120], 'confidence': 0.95}","{'value': '27AAECV8384M1ZH', 'bbox': [100, 160, 250, 180], 'confidence': 0.95}","{'value': 'AAECV8384M', 'bbox': [100, 480, 200, 500], 'confidence': 0.95}","{'value': 'VIVALDIS HEALTH AND FOODS PVT LTD.', 'bbox': [100, 120, 350, 140], 'confidence': 0.95}","{'value': '29AALCP9335K1ZN', 'bbox': [100, 280, 250, 300], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - KA', 'bbox': [100, 240, 350, 260], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '29AALCP9335K1ZN', 'bbox': [100, 360, 250, 380], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - KA', 'bbox': [100, 320, 350, 340], 'confidence': 0.95}","{'value': '1,32,022.00', 'bbox': [650, 520, 750, 540], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '23,763.96', 'bbox': [650, 560, 750, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
IM-PI23000001297_Swiggy_IM FP&SKAN_DSP&Glance.json,"{'value': 'IM-PI23000001297', 'bbox': [590, 190, 760, 210], 'confidence': 0.95}","{'value': '11-Jul-25', 'bbox': [300, 190, 380, 210], 'confidence': 0.95}","{'value': '29AACCI7117F1ZM', 'bbox': [100, 120, 260, 140], 'confidence': 0.95}","{'value': 'AACCI7117F', 'bbox': [100, 100, 180, 120], 'confidence': 0.95}","{'value': 'InMobi Technology Services Private Limited', 'bbox': [100, 40, 400, 80], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [100, 260, 260, 280], 'confidence': 0.95}","{'value': 'SWIGGY LIMITED', 'bbox': [100, 220, 200, 240], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '6435600.00', 'bbox': [500, 460, 600, 480], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '579204.00', 'bbox': [700, 460, 800, 480], 'confidence': 0.95}","{'value': '579204.00', 'bbox': [800, 460, 900, 480], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
208_0003314_2324_PMRMO24408_1_20230802122526.json,"{'value': 'RPOA/823/23-24', 'bbox': [450, 100, 550, 120], 'confidence': 0.95}","{'value': '22-Jul-23', 'bbox': [550, 100, 650, 120], 'confidence': 0.95}","{'value': '07AADCR846B1ZC', 'bbox': [100, 150, 250, 170], 'confidence': 0.95}","{'value': 'AADCR8846B', 'bbox': [100, 600, 200, 620], 'confidence': 0.95}","{'value': 'RP OFFICE AUTOMATION PVT LTD', 'bbox': [100, 50, 300, 70], 'confidence': 0.95}","{'value': '09AAATH0842H1ZU', 'bbox': [100, 250, 250, 270], 'confidence': 0.95}","{'value': 'HAMDARD LABORATORIES (INDIA)', 'bbox': [100, 200, 300, 220], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '09AAATH0842H1ZU', 'bbox': [100, 300, 250, 320], 'confidence': 0.95}","{'value': 'HAMDARD LABORATORIES (INDIA)', 'bbox': [100, 270, 300, 290], 'confidence': 0.95}","{'value': '25,424.00', 'bbox': [600, 500, 700, 520], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '4,576.32', 'bbox': [600, 520, 700, 540], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}"
Invoice Number 302_page1.json,"{'value': '302', 'bbox': [420, 100, 480, 120], 'confidence': 0.95}","{'value': '15/05/2025', 'bbox': [420, 120, 500, 140], 'confidence': 0.95}","{'value': '09KMSPS3586K1ZO', 'bbox': [100, 650, 250, 670], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': 'Digital Fox Media', 'bbox': [100, 630, 250, 650], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [200, 200, 350, 220], 'confidence': 0.95}","{'value': 'Swiggy Limited', 'bbox': [150, 160, 300, 180], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}"
9506016386 1_page7.json,"{'value': '95006016386', 'bbox': [1000, 100, 1100, 150], 'confidence': 0.95}","{'value': '17-07-2025', 'bbox': [1000, 150, 1100, 200], 'confidence': 0.95}","{'value': '20AACCK1970M1ZI', 'bbox': [100, 200, 250, 250], 'confidence': 0.95}","{'value': 'AACCK1970M', 'bbox': [100, 250, 200, 300], 'confidence': 0.95}","{'value': 'RELIANCE RETAIL LIMITED', 'bbox': [100, 300, 400, 350], 'confidence': 0.95}","{'value': '20AAACR2970M1ZI', 'bbox': [100, 400, 250, 450], 'confidence': 0.95}","{'value': 'RELIANCE RETAIL LIMITED', 'bbox': [100, 450, 400, 500], 'confidence': 0.95}","{'value': 'AAACR2970M', 'bbox': [100, 500, 200, 550], 'confidence': 0.95}","{'value': '20AAACR2970M1ZI', 'bbox': [100, 600, 250, 650], 'confidence': 0.95}","{'value': 'RELIANCE RETAIL LIMITED', 'bbox': [100, 650, 400, 700], 'confidence': 0.95}","{'value': '13,800.99', 'bbox': [1000, 1000, 1100, 1050], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1050, 1100, 1100], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1100, 1100, 1150], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1150, 1100, 1200], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1200, 1100, 1250], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1250, 1100, 1300], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 1300, 1100, 1350], 'confidence': 0.95}"
208_0003342_2324_PMRMO24437_2_20230803123014.json,"{'value': 'GST/563', 'bbox': [350, 180, 420, 200], 'confidence': 0.95}","{'value': '25-Jul-23', 'bbox': [550, 180, 620, 200], 'confidence': 0.95}","{'value': '09ACZPG8509P1ZH', 'bbox': [150, 220, 300, 240], 'confidence': 0.95}","{'value': 'ACZPG8509P', 'bbox': [550, 750, 650, 770], 'confidence': 0.95}","{'value': 'VIJAY PLASTICS', 'bbox': [100, 120, 250, 140], 'confidence': 0.95}","{'value': '07AAATH0842H1ZY', 'bbox': [350, 300, 480, 320], 'confidence': 0.95}","{'value': 'Hamdard Laboratories India (Delhi)', 'bbox': [150, 280, 400, 300], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '07AAATH0842H1ZY', 'bbox': [350, 340, 480, 360], 'confidence': 0.95}","{'value': 'Hamdard Laboratories India (Delhi)', 'bbox': [150, 320, 400, 340], 'confidence': 0.95}","{'value': '3,79,374.000', 'bbox': [650, 550, 750, 570], 'confidence': 0.95}","{'value': '0.000', 'bbox': [], 'confidence': 0.0}","{'value': '0.000', 'bbox': [], 'confidence': 0.0}","{'value': '0.000', 'bbox': [], 'confidence': 0.0}","{'value': '68,287.320', 'bbox': [650, 620, 750, 640], 'confidence': 0.95}","{'value': '0.000', 'bbox': [], 'confidence': 0.0}","{'value': '0.000', 'bbox': [], 'confidence': 0.0}"
MAY 25 MH_page1.json,"{'value': 'MH/2526/C/004596', 'bbox': [450, 200, 600, 220], 'confidence': 0.95}","{'value': '06-Jun-2025', 'bbox': [450, 260, 550, 280], 'confidence': 0.95}","{'value': '27AABCCS486C1ZR', 'bbox': [350, 100, 480, 120], 'confidence': 0.95}","{'value': 'AABCC5486C', 'bbox': [350, 80, 450, 100], 'confidence': 0.95}","{'value': 'Carzonrent (India) Pvt. Ltd.', 'bbox': [100, 80, 350, 120], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [100, 300, 250, 320], 'confidence': 0.95}","{'value': 'Swiggy Limited', 'bbox': [100, 220, 250, 240], 'confidence': 0.95}","{'value': 'AAFCB7707D', 'bbox': [100, 340, 200, 360], 'confidence': 0.95}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '21127.8', 'bbox': [550, 460, 620, 480], 'confidence': 0.95}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '1056.39', 'bbox': [550, 480, 620, 500], 'confidence': 0.95}","{'value': '0', 'bbox': [550, 500, 620, 520], 'confidence': 0.95}","{'value': '0', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
chettinad 3.json,"{'value': 'DW20134368', 'bbox': [220, 420, 320, 440], 'confidence': 0.95}","{'value': '10.07.2025', 'bbox': [320, 420, 420, 440], 'confidence': 0.95}","{'value': '37AAACC3130A1ZI', 'bbox': [500, 100, 650, 120], 'confidence': 0.95}","{'value': 'AAACC3130A', 'bbox': [660, 120, 760, 140], 'confidence': 0.95}","{'value': 'CHETTINAD CEMENT CORPORATION PRIVATE LIMITED', 'bbox': [200, 100, 700, 140], 'confidence': 0.95}","{'value': '29AAACG4464B1ZU', 'bbox': [400, 240, 550, 260], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED', 'bbox': [250, 180, 450, 200], 'confidence': 0.95}","{'value': 'AAACG4464B', 'bbox': [350, 260, 450, 280], 'confidence': 0.95}","{'value': '29AAACG4464B1ZU', 'bbox': [600, 240, 750, 260], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED', 'bbox': [500, 180, 700, 200], 'confidence': 0.95}","{'value': '170976.25', 'bbox': [450, 560, 550, 580], 'confidence': 0.95}","{'value': '0.00', 'bbox': [450, 580, 550, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [550, 620, 650, 640], 'confidence': 0.95}","{'value': '0.00', 'bbox': [450, 620, 550, 640], 'confidence': 0.95}","{'value': '47873.35', 'bbox': [550, 600, 650, 620], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
SWIGGY LIMITED_Jul 25_FMS Rental_Lease Rental_IND-214045_page5.json,"{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}"
INV-2122-0031_page2.json,"{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}"
_QS0683AFF94HFK-0001_SI_13-4-2024 TOTAL INVOICES_page2.json,"{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': 'UltraTech Cement Limited', 'bbox': [], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '596900.00', 'bbox': [], 'confidence': 0.95}","{'value': '107442.00', 'bbox': [], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.95}","{'value': '127000.00', 'bbox': [], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.95}"
I-25-26-002690 1_page2.json,"{'value': 'I/25-26/002690', 'bbox': [120, 200, 260, 220], 'confidence': 0.95}","{'value': '10/04/2025', 'bbox': [320, 200, 400, 220], 'confidence': 0.95}","{'value': '24AABOPF7191G1Z8', 'bbox': [480, 100, 620, 120], 'confidence': 0.95}","{'value': 'AABOPF7191G', 'bbox': [480, 120, 600, 140], 'confidence': 0.95}","{'value': 'MAHADEV AGENCIES', 'bbox': [120, 100, 280, 120], 'confidence': 0.95}","{'value': '24AAADCH7038R1Z3', 'bbox': [320, 240, 460, 260], 'confidence': 0.95}","{'value': 'HANDS ON TRADES PRIVATE LIMITED', 'bbox': [120, 240, 320, 260], 'confidence': 0.95}","{'value': 'AAADCH7038R', 'bbox': [320, 260, 420, 280], 'confidence': 0.95}","{'value': '24AAADCH7038R1Z3', 'bbox': [320, 280, 460, 300], 'confidence': 0.95}","{'value': 'HANDS ON TRADES PRIVATE LIMITED', 'bbox': [120, 280, 320, 300], 'confidence': 0.95}","{'value': '2170.00', 'bbox': [600, 600, 680, 620], 'confidence': 0.95}","{'value': '0.00', 'bbox': [400, 640, 480, 660], 'confidence': 0.95}","{'value': '36504.17', 'bbox': [500, 520, 580, 540], 'confidence': 0.95}","{'value': '36504.17', 'bbox': [420, 520, 500, 540], 'confidence': 0.95}","{'value': '0.00', 'bbox': [580, 520, 660, 540], 'confidence': 0.95}","{'value': '38930.72', 'bbox': [660, 520, 740, 540], 'confidence': 0.95}","{'value': '39446.80', 'bbox': [660, 540, 740, 560], 'confidence': 0.95}"
2929_001 (1).json,"{'value': '606', 'bbox': [120, 300, 160, 320], 'confidence': 0.95}","{'value': '31/08/2025', 'bbox': [450, 260, 550, 280], 'confidence': 0.95}","{'value': '29AESFS9239R1ZI', 'bbox': [10, 20, 130, 40], 'confidence': 0.95}","{'value': 'AESFS9239R', 'bbox': [10, 40, 100, 60], 'confidence': 0.95}","{'value': 'SUM ENTERPRISES', 'bbox': [100, 100, 350, 140], 'confidence': 0.95}","{'value': '29AAFCT7707D1ZQ', 'bbox': [400, 320, 580, 340], 'confidence': 0.95}","{'value': 'Swiggy Limited', 'bbox': [100, 360, 220, 380], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': 'Swiggy Limited', 'bbox': [100, 360, 220, 380], 'confidence': 0.95}","{'value': '13500', 'bbox': [450, 580, 520, 600], 'confidence': 0.95}","{'value': '0', 'bbox': [], 'confidence': 0.0}","{'value': '1215', 'bbox': [520, 580, 580, 600], 'confidence': 0.95}","{'value': '1215', 'bbox': [520, 600, 580, 620], 'confidence': 0.95}","{'value': '0', 'bbox': [], 'confidence': 0.0}","{'value': '0', 'bbox': [], 'confidence': 0.0}","{'value': '0', 'bbox': [], 'confidence': 0.0}"
GRN2352317.json,"{'value': '325', 'bbox': [110, 200, 160, 220], 'confidence': 0.95}","{'value': '25-09-2024', 'bbox': [220, 200, 310, 220], 'confidence': 0.95}","{'value': '29AEZFS6335P1ZO', 'bbox': [450, 120, 620, 140], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': 'SRI DEVI PLASTICS', 'bbox': [110, 80, 350, 100], 'confidence': 0.95}","{'value': '29AAFCB7707D1ZQ', 'bbox': [110, 360, 270, 380], 'confidence': 0.95}","{'value': 'SWIGGY LIMITED', 'bbox': [110, 300, 250, 320], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '1500.00', 'bbox': [550, 580, 620, 600], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '135.00', 'bbox': [660, 600, 720, 620], 'confidence': 0.95}","{'value': '135.00', 'bbox': [760, 600, 820, 620], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}"
VIV 7999 - PETS CENTRIC PRIVATE LIMITED - DL - Muhammed Noufal.json,"{'value': 'VIV/24-25/7999', 'bbox': [350, 160, 450, 180], 'confidence': 0.95}","{'value': '4-Dec-24', 'bbox': [500, 160, 580, 180], 'confidence': 0.95}","{'value': '27AAECV8384M1ZH', 'bbox': [100, 250, 250, 270], 'confidence': 0.95}","{'value': 'AAECV8384M', 'bbox': [100, 750, 200, 770], 'confidence': 0.95}","{'value': 'VIVALDIS HEALTH AND FOODS PVT LTD.', 'bbox': [100, 190, 350, 230], 'confidence': 0.95}","{'value': '07AALCP9335K1ZT', 'bbox': [100, 380, 250, 400], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - DL', 'bbox': [100, 320, 350, 340], 'confidence': 0.95}","{'value': 'Not Available', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '07AALCP9335K1ZT', 'bbox': [100, 450, 250, 470], 'confidence': 0.95}","{'value': 'PETS CENTRIC PRIVATE LIMITED - DL', 'bbox': [100, 390, 350, 410], 'confidence': 0.95}","{'value': '1665.00', 'bbox': [600, 550, 680, 570], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '299.70', 'bbox': [600, 620, 680, 640], 'confidence': 0.95}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}","{'value': '0.00', 'bbox': [0, 0, 0, 0], 'confidence': 0.0}"
MAY 25 MH_page2.json,"{'value': 'MH/2526/C/004596', 'bbox': [380, 10, 500, 30], 'confidence': 0.95}","{'value': '6/6/25', 'bbox': [10, 10, 50, 30], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '', 'bbox': [], 'confidence': 0.0}"
SWIGGY LIMITED_Jul 25_FMS Rental_Lease Rental_IND-214045_page6.json,"{'value': '996749', 'bbox': [10, 10, 60, 30], 'confidence': 0.95}","{'value': '01/07/2025', 'bbox': [280, 10, 350, 30], 'confidence': 0.95}","{'value': '101572-45', 'bbox': [160, 10, 230, 30], 'confidence': 0.95}","{'value': '1646759', 'bbox': [240, 10, 300, 30], 'confidence': 0.95}","{'value': 'Kurnala Hivamant Srikrishna', 'bbox': [310, 10, 500, 30], 'confidence': 0.95}","{'value': '101572-45', 'bbox': [160, 50, 230, 70], 'confidence': 0.95}","{'value': 'Kurnala Hivamant Srikrishna', 'bbox': [310, 50, 500, 70], 'confidence': 0.95}","{'value': '1646759', 'bbox': [240, 50, 300, 70], 'confidence': 0.95}","{'value': '101572-45', 'bbox': [160, 90, 230, 110], 'confidence': 0.95}","{'value': 'Kurnala Hivamant Srikrishna', 'bbox': [310, 90, 500, 110], 'confidence': 0.95}","{'value': '7858.37', 'bbox': [650, 50, 710, 70], 'confidence': 0.95}","{'value': '0.00', 'bbox': [720, 50, 780, 70], 'confidence': 0.95}","{'value': '0.00', 'bbox': [790, 50, 850, 70], 'confidence': 0.95}","{'value': '0.00', 'bbox': [860, 50, 920, 70], 'confidence': 0.95}","{'value': '1414.51', 'bbox': [930, 50, 990, 70], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1000, 50, 1060, 70], 'confidence': 0.95}","{'value': '0.00', 'bbox': [1070, 50, 1130, 70], 'confidence': 0.95}"
INV-2122-0031_page1.json,"{'value': 'INV-21/22-0031', 'bbox': [200, 220, 300, 240], 'confidence': 0.95}","{'value': '26/07/2021', 'bbox': [200, 240, 300, 260], 'confidence': 0.95}","{'value': '27AACCL3430G1ZT', 'bbox': [400, 100, 550, 120], 'confidence': 0.95}","{'value': 'U72900MH2012PTC235006', 'bbox': [400, 120, 600, 140], 'confidence': 0.95}","{'value': 'Levia Technologies Pvt Ltd', 'bbox': [200, 100, 400, 120], 'confidence': 0.95}","{'value': '07AAACL9861H1Z8', 'bbox': [200, 420, 350, 440], 'confidence': 0.95}","{'value': 'Decathlon Sport India Private Ltd', 'bbox': [200, 360, 400, 380], 'confidence': 0.95}","{'value': '', 'bbox': [], 'confidence': 0.0}","{'value': '07AAACL9861H1Z8', 'bbox': [600, 360, 750, 380], 'confidence': 0.95}","{'value': 'Decathlon Sport India Private Ltd', 'bbox': [600, 300, 800, 320], 'confidence': 0.95}","{'value': '2,00,300.00', 'bbox': [700, 600, 800, 620], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '36,054.00', 'bbox': [700, 640, 800, 660], 'confidence': 0.95}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}","{'value': '0.00', 'bbox': [], 'confidence': 0.0}"
_QS0683AFF94HFK-0001_SI_13-4-2024 TOTAL INVOICES_page1.json,"{'value': '917800419', 'bbox': [360, 120, 460, 140], 'confidence': 0.95}","{'value': '13.04.2025', 'bbox': [560, 120, 660, 140], 'confidence': 0.95}","{'value': '37AAACL6442L1Z9', 'bbox': [100, 160, 260, 180], 'confidence': 0.95}","{'value': 'AAACL6442L', 'bbox': [300, 200, 400, 220], 'confidence': 0.95}","{'value': 'UltraTech Cement Limited', 'bbox': [100, 180, 300, 200], 'confidence': 0.95}","{'value': '29AAACG4464B1ZU', 'bbox': [300, 320, 460, 340], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED', 'bbox': [100, 260, 300, 280], 'confidence': 0.95}","{'value': 'AAACG4464B', 'bbox': [300, 300, 400, 320], 'confidence': 0.95}","{'value': '29AAACG4464B1ZU', 'bbox': [300, 320, 460, 340], 'confidence': 0.95}","{'value': 'GRASIM INDUSTRIES LIMITED', 'bbox': [100, 340, 300, 360], 'confidence': 0.95}","{'value': '1005300.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '180954.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}","{'value': '0.00', 'bbox': [700, 680, 800, 700], 'confidence': 0.95}"
